order_id,customer_id,merchant_id,category,item_count,unit_price,total_amount,order_status,payment_method,order_date
ORD-158964,CUST-5951,MCH-538,Health & Personal Care,1,18.87,18.87,Shipped,Stripe,2026-07-01
ORD-158965,CUST-6060,MCH-510,Apparel & Fashion,1,59.01,59.01,Delivered,Stripe,2026-08-21
ORD-158966,CUST-5734,MCH-238,Sports & Fitness,3,63.05,189.15,Delivered,PayPal,2026-03-31
ORD-158967,CUST-3311,MCH-317,Electronics,1,14.75,14.75,Shipped,Credit Card,2026-08-11
ORD-158968,CUST-6610,MCH-536,Health & Personal Care,1,154.3,154.3,Delivered,Credit Card,2026-07-23
ORD-158969,CUST-9718,MCH-798,Apparel & Fashion,5,11.51,67.54,Delivered,Stripe,2026-07-22
ORD-158970,CUST-4244,MCH-336,Electronics,4,15.69,67.75,Cancelled,Stripe,2026-03-27
ORD-158971,CUST-7884,MCH-580,Home & Kitchen,1,25.02,25.02,Delivered,Stripe,2026-04-05
ORD-158972,CUST-1364,MCH-633,Sports & Fitness,1,68.64,78.63,Shipped,Credit Card,2026-05-13
ORD-158973,CUST-8562,MCH-254,Health & Personal Care,1,96.52,96.52,Delivered,Stripe,2026-06-27
ORD-158974,CUST-4331,MCH-452,Electronics,2,19.01,43.01,Delivered,PayPal,2026-07-10
ORD-158975,CUST-1112,MCH-397,Health & Personal Care,1,50.09,60.08,Shipped,Credit Card,2026-08-27
ORD-158976,CUST-5574,MCH-755,Electronics,1,89.12,89.12,Delivered,UPI / NetBanking,2026-07-31
ORD-158977,CUST-3529,MCH-281,Home & Kitchen,1,34.36,44.35,Delivered,UPI / NetBanking,2026-08-12
ORD-158978,CUST-7571,MCH-747,Electronics,2,62.57,135.13,Cancelled,Stripe,2026-08-13
ORD-158979,CUST-8684,MCH-213,Apparel & Fashion,2,14.45,38.89,Delivered,UPI / NetBanking,2026-09-05
ORD-158980,CUST-9151,MCH-487,Health & Personal Care,2,20.89,41.78,Delivered,Credit Card,2026-07-23
ORD-158981,CUST-9772,MCH-621,Health & Personal Care,1,41.45,41.45,Delivered,Stripe,2026-06-16
ORD-158982,CUST-9567,MCH-259,Apparel & Fashion,2,59,122.99,Cancelled,PayPal,2026-06-06
ORD-158983,CUST-3977,MCH-469,Apparel & Fashion,1,115.6,120.59,Delivered,Stripe,2026-07-17
ORD-158984,CUST-3613,MCH-490,Home & Kitchen,1,107.57,107.57,Shipped,Stripe,2026-08-13
ORD-158985,CUST-1484,MCH-141,Books & Media,1,24.71,24.71,Shipped,Stripe,2026-08-26
ORD-158986,CUST-7880,MCH-372,Apparel & Fashion,1,15.48,20.47,Shipped,Credit Card,2026-07-23
ORD-158987,CUST-4760,MCH-262,Electronics,5,42.16,220.79,Shipped,Apple Pay,2026-04-02
ORD-158988,CUST-6632,MCH-621,Books & Media,1,43.45,48.44,Delivered,Credit Card,2026-04-08
ORD-158989,CUST-2710,MCH-767,Apparel & Fashion,2,54.92,114.83,Delivered,Credit Card,2026-06-02
ORD-158990,CUST-2160,MCH-473,Home & Kitchen,4,125.73,502.92,Shipped,Credit Card,2026-06-18
ORD-158991,CUST-7417,MCH-244,Apparel & Fashion,3,10.75,32.25,Delivered,Stripe,2026-04-01
ORD-158992,CUST-1230,MCH-201,Electronics,3,106.5,319.5,Delivered,Credit Card,2026-08-27
ORD-158993,CUST-7374,MCH-755,Home & Kitchen,1,9.54,14.53,Delivered,Stripe,2026-06-27
ORD-158994,CUST-4186,MCH-696,Apparel & Fashion,1,41.56,46.55,Shipped,Stripe,2026-06-15
ORD-158995,CUST-7853,MCH-457,Electronics,1,37.58,42.57,Shipped,PayPal,2026-07-17
ORD-158996,CUST-3562,MCH-152,Electronics,1,17.82,22.81,Cancelled,Stripe,2026-06-13
ORD-158997,CUST-3031,MCH-335,Electronics,3,26.95,85.84,Processing,Apple Pay,2026-05-01
ORD-158998,CUST-1111,MCH-565,Apparel & Fashion,1,86.16,86.16,Shipped,Stripe,2026-04-07
ORD-158999,CUST-4217,MCH-475,Apparel & Fashion,1,53.23,53.23,Delivered,Credit Card,2026-05-28
ORD-159000,CUST-6907,MCH-530,Books & Media,1,14.09,19.08,Delivered,Credit Card,2026-09-21
ORD-159001,CUST-9195,MCH-359,Home & Kitchen,3,82.57,252.7,Delivered,UPI / NetBanking,2026-07-02
ORD-159002,CUST-7252,MCH-479,Electronics,2,30.42,65.83,Processing,Apple Pay,2026-04-02
ORD-159003,CUST-4149,MCH-522,Health & Personal Care,3,51.11,158.32,Delivered,Stripe,2026-09-15
ORD-159004,CUST-2720,MCH-616,Electronics,1,49.97,54.96,Delivered,UPI / NetBanking,2026-08-21
ORD-159005,CUST-5834,MCH-202,Apparel & Fashion,1,17.65,17.65,Processing,Stripe,2026-09-22
ORD-159006,CUST-3096,MCH-695,Home & Kitchen,2,12.25,34.49,Delivered,Credit Card,2026-09-19
ORD-159007,CUST-1521,MCH-173,Health & Personal Care,1,49.36,49.36,Delivered,UPI / NetBanking,2026-08-28
ORD-159008,CUST-3423,MCH-284,Electronics,3,24.82,79.45,Delivered,Stripe,2026-09-04
ORD-159009,CUST-6242,MCH-545,Electronics,1,154.76,159.75,Delivered,Credit Card,2026-04-27
ORD-159010,CUST-7731,MCH-419,Sports & Fitness,3,44.68,139.03,Delivered,Apple Pay,2026-08-06
ORD-159011,CUST-1634,MCH-604,Health & Personal Care,2,124.72,249.44,Cancelled,Stripe,2026-07-03
ORD-159012,CUST-9840,MCH-237,Electronics,1,39.24,44.23,Delivered,Stripe,2026-05-01
ORD-159013,CUST-8685,MCH-794,Home & Kitchen,1,14.71,19.7,Delivered,PayPal,2026-06-22
ORD-159014,CUST-1366,MCH-221,Sports & Fitness,1,47.9,47.9,Delivered,UPI / NetBanking,2026-08-13
ORD-159015,CUST-7289,MCH-757,Health & Personal Care,4,11.34,55.35,Delivered,UPI / NetBanking,2026-07-05
ORD-159016,CUST-4783,MCH-164,Electronics,3,78.01,234.03,Delivered,Stripe,2026-06-19
ORD-159017,CUST-7026,MCH-136,Sports & Fitness,1,54.31,54.31,Cancelled,Credit Card,2026-06-25
ORD-159018,CUST-4988,MCH-578,Sports & Fitness,1,30.87,35.86,Delivered,Credit Card,2026-06-29
ORD-159019,CUST-5307,MCH-336,Home & Kitchen,2,15.18,40.35,Delivered,Stripe,2026-04-29
ORD-159020,CUST-6377,MCH-650,Health & Personal Care,2,58.6,117.2,Delivered,Credit Card,2026-09-11
ORD-159021,CUST-9816,MCH-796,Apparel & Fashion,1,79.15,79.15,Processing,Apple Pay,2026-08-22
ORD-159022,CUST-2803,MCH-442,Health & Personal Care,1,24.29,34.28,Delivered,Credit Card,2026-07-29
ORD-159023,CUST-2234,MCH-691,Apparel & Fashion,1,25,29.99,Delivered,Stripe,2026-05-22
ORD-159024,CUST-8250,MCH-573,Electronics,3,41.06,133.17,Delivered,PayPal,2026-07-17
ORD-159025,CUST-1761,MCH-454,Health & Personal Care,2,151.06,307.11,Delivered,UPI / NetBanking,2026-05-03
ORD-159026,CUST-9540,MCH-178,Apparel & Fashion,2,101.33,207.65,Cancelled,Credit Card,2026-05-10
ORD-159027,CUST-7331,MCH-454,Electronics,2,118.45,241.89,Shipped,Stripe,2026-07-10
ORD-159028,CUST-8585,MCH-643,Electronics,3,33.67,106,Delivered,PayPal,2026-06-25
ORD-159029,CUST-7970,MCH-282,Electronics,3,30.76,102.27,Delivered,UPI / NetBanking,2026-04-14
ORD-159030,CUST-1895,MCH-499,Electronics,1,73.48,78.47,Processing,Apple Pay,2026-09-07
ORD-159031,CUST-8451,MCH-168,Books & Media,4,20.71,92.83,Shipped,Credit Card,2026-06-04
ORD-159032,CUST-1330,MCH-341,Apparel & Fashion,1,26.37,26.37,Delivered,Apple Pay,2026-03-29
ORD-159033,CUST-4551,MCH-647,Electronics,1,36.25,41.24,Delivered,Stripe,2026-09-01
ORD-159034,CUST-1922,MCH-486,Apparel & Fashion,3,10.57,31.71,Delivered,Stripe,2026-08-28
ORD-159035,CUST-2518,MCH-195,Electronics,1,9.83,19.82,Cancelled,UPI / NetBanking,2026-06-12
ORD-159036,CUST-6428,MCH-484,Electronics,5,112.37,571.84,Cancelled,Apple Pay,2026-03-30
ORD-159037,CUST-4450,MCH-580,Home & Kitchen,1,66.52,66.52,Cancelled,Stripe,2026-08-27
ORD-159038,CUST-6113,MCH-459,Electronics,1,83.1,88.09,Shipped,PayPal,2026-09-13
ORD-159039,CUST-4338,MCH-746,Electronics,1,36.65,46.64,Delivered,PayPal,2026-07-28
ORD-159040,CUST-9196,MCH-394,Home & Kitchen,5,78.71,393.55,Shipped,Credit Card,2026-08-17
ORD-159041,CUST-9097,MCH-512,Sports & Fitness,2,10.83,26.65,Delivered,Credit Card,2026-06-25
ORD-159042,CUST-7461,MCH-245,Sports & Fitness,2,21.95,43.9,Delivered,UPI / NetBanking,2026-05-29
ORD-159043,CUST-9238,MCH-727,Sports & Fitness,1,11.16,21.15,Delivered,Stripe,2026-06-28
ORD-159044,CUST-6334,MCH-278,Electronics,1,41.17,41.17,Delivered,Apple Pay,2026-09-05
ORD-159045,CUST-9490,MCH-658,Books & Media,1,36.03,41.02,Delivered,Apple Pay,2026-08-23
ORD-159046,CUST-9252,MCH-434,Home & Kitchen,1,86.6,86.6,Cancelled,Credit Card,2026-08-21
ORD-159047,CUST-8141,MCH-419,Books & Media,2,34.16,68.32,Delivered,Stripe,2026-06-11
ORD-159048,CUST-4487,MCH-682,Books & Media,3,34.11,112.32,Delivered,UPI / NetBanking,2026-04-01
ORD-159049,CUST-6758,MCH-593,Home & Kitchen,1,56.99,56.99,Shipped,Stripe,2026-08-30
ORD-159050,CUST-2824,MCH-582,Electronics,1,11.71,21.7,Refunded,Stripe,2026-08-21
ORD-159051,CUST-1755,MCH-501,Sports & Fitness,1,97.81,97.81,Delivered,Credit Card,2026-06-22
ORD-159052,CUST-9767,MCH-288,Health & Personal Care,1,63.99,68.98,Delivered,Stripe,2026-07-02
ORD-159053,CUST-8110,MCH-585,Home & Kitchen,1,24.23,34.22,Delivered,PayPal,2026-04-02
ORD-159054,CUST-3224,MCH-150,Home & Kitchen,1,22.15,27.14,Delivered,Apple Pay,2026-04-02
ORD-159055,CUST-7419,MCH-545,Health & Personal Care,1,11.61,11.61,Shipped,Credit Card,2026-05-20
ORD-159056,CUST-1533,MCH-545,Home & Kitchen,1,106.29,111.28,Delivered,UPI / NetBanking,2026-04-28
ORD-159057,CUST-2991,MCH-666,Apparel & Fashion,1,43.67,48.66,Processing,PayPal,2026-09-20
ORD-159058,CUST-1863,MCH-526,Home & Kitchen,1,53.32,53.32,Refunded,Apple Pay,2026-09-10
ORD-159059,CUST-5507,MCH-702,Sports & Fitness,2,20.81,41.62,Delivered,Credit Card,2026-04-05
ORD-159060,CUST-4026,MCH-122,Home & Kitchen,1,10.44,15.43,Delivered,PayPal,2026-04-02
ORD-159061,CUST-6961,MCH-117,Electronics,3,39.14,117.42,Processing,Apple Pay,2026-09-01
ORD-159062,CUST-2208,MCH-752,Home & Kitchen,1,9.14,14.13,Delivered,Credit Card,2026-08-03
ORD-159063,CUST-2610,MCH-422,Sports & Fitness,4,41.96,172.83,Delivered,Stripe,2026-05-31
ORD-159064,CUST-5327,MCH-768,Books & Media,2,9.33,28.65,Delivered,Stripe,2026-05-09
ORD-159065,CUST-2097,MCH-302,Electronics,2,41.67,88.33,Delivered,UPI / NetBanking,2026-04-03
ORD-159066,CUST-1252,MCH-677,Home & Kitchen,1,126.17,126.17,Delivered,UPI / NetBanking,2026-09-16
ORD-159067,CUST-1433,MCH-137,Electronics,4,36.54,156.15,Delivered,UPI / NetBanking,2026-06-14
ORD-159068,CUST-2956,MCH-232,Home & Kitchen,1,61.67,66.66,Delivered,Stripe,2026-07-09
ORD-159069,CUST-3788,MCH-509,Apparel & Fashion,1,68.94,73.93,Delivered,Apple Pay,2026-09-05
ORD-159070,CUST-1083,MCH-432,Apparel & Fashion,1,15.96,20.95,Delivered,PayPal,2026-07-23
ORD-159071,CUST-9903,MCH-373,Apparel & Fashion,2,39.57,79.14,Shipped,Stripe,2026-07-19
ORD-159072,CUST-6776,MCH-755,Apparel & Fashion,3,46.47,139.41,Delivered,Stripe,2026-05-29
ORD-159073,CUST-4045,MCH-753,Health & Personal Care,1,50.21,55.2,Cancelled,Credit Card,2026-07-24
ORD-159074,CUST-9408,MCH-142,Books & Media,2,45.54,91.08,Delivered,Credit Card,2026-07-01
ORD-159075,CUST-8628,MCH-553,Books & Media,1,20.56,25.55,Delivered,UPI / NetBanking,2026-08-30
ORD-159076,CUST-6356,MCH-565,Electronics,3,140.58,426.73,Delivered,Credit Card,2026-07-21
ORD-159077,CUST-5015,MCH-132,Electronics,2,30.88,61.76,Processing,Credit Card,2026-07-06
ORD-159078,CUST-3558,MCH-159,Electronics,1,15.63,20.62,Delivered,Credit Card,2026-06-28
ORD-159079,CUST-3276,MCH-134,Home & Kitchen,2,50.23,110.45,Delivered,Credit Card,2026-07-09
ORD-159080,CUST-5393,MCH-651,Electronics,1,42.73,52.72,Delivered,Stripe,2026-07-29
ORD-159081,CUST-3665,MCH-505,Health & Personal Care,4,56.39,225.56,Shipped,Credit Card,2026-08-18
ORD-159082,CUST-1504,MCH-622,Books & Media,2,23.51,52.01,Cancelled,PayPal,2026-08-26
ORD-159083,CUST-5746,MCH-366,Health & Personal Care,3,29.5,93.49,Shipped,Stripe,2026-09-15
ORD-159084,CUST-4835,MCH-603,Apparel & Fashion,1,13.61,18.6,Delivered,Credit Card,2026-05-04
ORD-159085,CUST-7583,MCH-405,Apparel & Fashion,3,15.77,47.31,Delivered,Apple Pay,2026-07-03
ORD-159086,CUST-1940,MCH-586,Electronics,2,15.74,41.47,Processing,Apple Pay,2026-07-29
ORD-159087,CUST-5257,MCH-417,Electronics,2,10.4,30.79,Delivered,Stripe,2026-03-29
ORD-159088,CUST-7137,MCH-568,Home & Kitchen,1,36.27,36.27,Processing,UPI / NetBanking,2026-04-22
ORD-159089,CUST-5702,MCH-272,Electronics,2,58.43,116.86,Delivered,Stripe,2026-06-11
ORD-159090,CUST-5953,MCH-787,Home & Kitchen,2,16.27,42.53,Delivered,UPI / NetBanking,2026-06-25
ORD-159091,CUST-2912,MCH-471,Apparel & Fashion,1,39.47,39.47,Delivered,PayPal,2026-08-26
ORD-159092,CUST-8239,MCH-278,Books & Media,1,69.63,69.63,Processing,Stripe,2026-09-18
ORD-159093,CUST-7725,MCH-220,Home & Kitchen,2,19.37,38.74,Delivered,UPI / NetBanking,2026-05-29
ORD-159094,CUST-1401,MCH-222,Apparel & Fashion,2,28.11,61.21,Delivered,Credit Card,2026-08-17
ORD-159095,CUST-4444,MCH-732,Electronics,2,54.1,113.19,Delivered,UPI / NetBanking,2026-06-17
ORD-159096,CUST-4347,MCH-752,Sports & Fitness,1,14.49,14.49,Delivered,UPI / NetBanking,2026-08-11
ORD-159097,CUST-2349,MCH-451,Books & Media,1,112.74,117.73,Delivered,Stripe,2026-09-18
ORD-159098,CUST-4087,MCH-316,Apparel & Fashion,1,49.04,54.03,Delivered,PayPal,2026-06-28
ORD-159099,CUST-7050,MCH-770,Home & Kitchen,1,38.66,38.66,Delivered,UPI / NetBanking,2026-06-03
ORD-159100,CUST-3230,MCH-559,Home & Kitchen,1,11.71,11.71,Processing,PayPal,2026-08-19
ORD-159101,CUST-5963,MCH-424,Sports & Fitness,3,83.92,251.76,Delivered,UPI / NetBanking,2026-04-17
ORD-159102,CUST-2791,MCH-281,Books & Media,1,15.16,20.15,Delivered,Stripe,2026-08-11
ORD-159103,CUST-8360,MCH-432,Electronics,2,13.1,31.19,Delivered,Credit Card,2026-09-12
ORD-159104,CUST-8181,MCH-479,Books & Media,1,45.35,55.34,Delivered,PayPal,2026-05-13
ORD-159105,CUST-5119,MCH-300,Electronics,1,36.43,41.42,Delivered,Apple Pay,2026-07-20
ORD-159106,CUST-7949,MCH-159,Books & Media,1,55.64,55.64,Delivered,Apple Pay,2026-06-26
ORD-159107,CUST-5350,MCH-332,Books & Media,2,44.65,94.29,Delivered,Credit Card,2026-04-09
ORD-159108,CUST-5044,MCH-586,Electronics,2,50.94,111.87,Delivered,PayPal,2026-04-06
ORD-159109,CUST-8474,MCH-218,Home & Kitchen,1,17.88,27.87,Shipped,Stripe,2026-05-05
ORD-159110,CUST-2341,MCH-487,Apparel & Fashion,1,140.78,150.77,Shipped,Stripe,2026-06-24
ORD-159111,CUST-3814,MCH-435,Electronics,2,69.62,144.23,Delivered,UPI / NetBanking,2026-08-25
ORD-159112,CUST-8945,MCH-267,Health & Personal Care,5,69.63,358.14,Shipped,Stripe,2026-06-05
ORD-159113,CUST-9613,MCH-219,Health & Personal Care,1,22.02,27.01,Delivered,Stripe,2026-05-14
ORD-159114,CUST-9322,MCH-576,Apparel & Fashion,1,15.14,25.13,Refunded,Credit Card,2026-07-01
ORD-159115,CUST-6544,MCH-386,Home & Kitchen,4,9.51,43.03,Delivered,Credit Card,2026-07-05
ORD-159116,CUST-8312,MCH-732,Apparel & Fashion,1,138.42,143.41,Shipped,PayPal,2026-08-23
ORD-159117,CUST-5314,MCH-331,Health & Personal Care,4,13.31,63.23,Refunded,Apple Pay,2026-05-23
ORD-159118,CUST-9388,MCH-266,Health & Personal Care,1,42.7,47.69,Delivered,PayPal,2026-09-03
ORD-159119,CUST-7738,MCH-608,Apparel & Fashion,1,70.72,75.71,Delivered,Apple Pay,2026-06-28
ORD-159120,CUST-6980,MCH-218,Apparel & Fashion,3,61.07,188.2,Shipped,Stripe,2026-05-23
ORD-159121,CUST-7926,MCH-201,Electronics,1,48.59,48.59,Delivered,Apple Pay,2026-07-01
ORD-159122,CUST-5713,MCH-135,Sports & Fitness,2,46.05,97.09,Delivered,PayPal,2026-06-10
ORD-159123,CUST-2635,MCH-423,Health & Personal Care,1,28.45,38.44,Delivered,Credit Card,2026-06-14
ORD-159124,CUST-2394,MCH-131,Apparel & Fashion,1,24.88,24.88,Delivered,Apple Pay,2026-04-18
ORD-159125,CUST-3436,MCH-344,Electronics,1,15.3,20.29,Delivered,Stripe,2026-06-14
ORD-159126,CUST-2835,MCH-451,Health & Personal Care,4,70.06,285.23,Delivered,Credit Card,2026-08-16
ORD-159127,CUST-9238,MCH-344,Health & Personal Care,2,18.45,36.9,Delivered,Stripe,2026-09-01
ORD-159128,CUST-6277,MCH-380,Apparel & Fashion,1,18.97,28.96,Processing,PayPal,2026-03-28
ORD-159129,CUST-8947,MCH-275,Health & Personal Care,4,8.53,39.11,Delivered,Stripe,2026-09-10
ORD-159130,CUST-7565,MCH-536,Home & Kitchen,2,28.58,57.16,Delivered,PayPal,2026-07-29
ORD-159131,CUST-2051,MCH-183,Home & Kitchen,5,25.05,130.24,Delivered,Stripe,2026-05-29
ORD-159132,CUST-6296,MCH-589,Electronics,3,57.49,172.47,Shipped,Credit Card,2026-05-19
ORD-159133,CUST-9878,MCH-668,Electronics,3,8.8,31.39,Delivered,PayPal,2026-06-14
ORD-159134,CUST-7862,MCH-760,Books & Media,1,27.31,27.31,Delivered,Credit Card,2026-08-19
ORD-159135,CUST-3909,MCH-563,Electronics,3,14.4,48.19,Delivered,Credit Card,2026-06-21
ORD-159136,CUST-1757,MCH-558,Electronics,1,27.37,32.36,Processing,Apple Pay,2026-06-23
ORD-159137,CUST-8435,MCH-601,Electronics,1,62.95,67.94,Delivered,Apple Pay,2026-04-10
ORD-159138,CUST-9245,MCH-428,Books & Media,1,10.13,15.12,Delivered,Stripe,2026-06-01
ORD-159139,CUST-7528,MCH-692,Books & Media,2,34.98,69.96,Delivered,PayPal,2026-09-01
ORD-159140,CUST-7666,MCH-649,Apparel & Fashion,2,23.08,51.15,Delivered,Credit Card,2026-04-05
ORD-159141,CUST-7366,MCH-469,Home & Kitchen,2,18.67,37.34,Delivered,Credit Card,2026-04-07
ORD-159142,CUST-4638,MCH-595,Health & Personal Care,1,53.61,58.6,Delivered,Stripe,2026-05-21
ORD-159143,CUST-9099,MCH-694,Sports & Fitness,1,19.08,19.08,Delivered,Credit Card,2026-09-02
ORD-159144,CUST-3333,MCH-555,Health & Personal Care,5,12.05,60.25,Delivered,Stripe,2026-05-22
ORD-159145,CUST-2603,MCH-275,Sports & Fitness,5,27.11,145.54,Delivered,Credit Card,2026-04-05
ORD-159146,CUST-7967,MCH-285,Home & Kitchen,1,26.21,36.2,Delivered,Stripe,2026-04-20
ORD-159147,CUST-9635,MCH-492,Electronics,1,38.05,48.04,Delivered,Stripe,2026-08-26
ORD-159148,CUST-7910,MCH-608,Home & Kitchen,2,19.39,38.78,Delivered,Apple Pay,2026-04-30
ORD-159149,CUST-5364,MCH-151,Home & Kitchen,1,41.35,46.34,Processing,Credit Card,2026-07-12
ORD-159150,CUST-1907,MCH-701,Home & Kitchen,4,19.22,76.88,Delivered,Apple Pay,2026-04-20
ORD-159151,CUST-4451,MCH-171,Electronics,1,10.23,15.22,Delivered,PayPal,2026-07-12
ORD-159152,CUST-3140,MCH-575,Apparel & Fashion,2,21.87,48.73,Delivered,Stripe,2026-07-13
ORD-159153,CUST-1594,MCH-650,Apparel & Fashion,1,57.58,62.57,Delivered,Stripe,2026-08-18
ORD-159154,CUST-8947,MCH-586,Sports & Fitness,1,12.83,17.82,Delivered,Stripe,2026-07-02
ORD-159155,CUST-2539,MCH-548,Home & Kitchen,1,81.63,81.63,Shipped,Credit Card,2026-08-01
ORD-159156,CUST-9345,MCH-739,Electronics,1,12.73,12.73,Delivered,Stripe,2026-04-22
ORD-159157,CUST-8871,MCH-261,Home & Kitchen,1,79.53,79.53,Delivered,Stripe,2026-04-24
ORD-159158,CUST-8039,MCH-253,Electronics,2,69.57,144.13,Cancelled,PayPal,2026-08-22
ORD-159159,CUST-8033,MCH-314,Books & Media,1,68.43,68.43,Delivered,Credit Card,2026-08-03
ORD-159160,CUST-1417,MCH-204,Health & Personal Care,2,74.38,153.75,Delivered,Credit Card,2026-04-19
ORD-159161,CUST-5348,MCH-365,Electronics,1,43.73,48.72,Delivered,PayPal,2026-08-30
ORD-159162,CUST-7911,MCH-718,Home & Kitchen,4,12.19,53.75,Delivered,UPI / NetBanking,2026-09-15
ORD-159163,CUST-5407,MCH-426,Books & Media,1,26.55,26.55,Delivered,Credit Card,2026-04-21
ORD-159164,CUST-7942,MCH-196,Home & Kitchen,1,10.54,20.53,Delivered,Apple Pay,2026-09-11
ORD-159165,CUST-4863,MCH-365,Apparel & Fashion,2,64.31,128.62,Delivered,Stripe,2026-04-08
ORD-159166,CUST-5530,MCH-351,Sports & Fitness,3,17.89,53.67,Refunded,Credit Card,2026-06-01
ORD-159167,CUST-5032,MCH-361,Electronics,1,27.44,32.43,Delivered,Stripe,2026-07-26
ORD-159168,CUST-4425,MCH-579,Electronics,1,16.2,16.2,Cancelled,Stripe,2026-05-01
ORD-159169,CUST-2005,MCH-741,Apparel & Fashion,2,131.53,263.06,Delivered,Stripe,2026-07-04
ORD-159170,CUST-5360,MCH-465,Apparel & Fashion,1,17.72,17.72,Cancelled,Credit Card,2026-08-28
ORD-159171,CUST-7250,MCH-241,Home & Kitchen,4,30.52,122.08,Cancelled,Stripe,2026-08-28
ORD-159172,CUST-3979,MCH-556,Apparel & Fashion,1,196.2,196.2,Refunded,Stripe,2026-05-01
ORD-159173,CUST-1439,MCH-117,Health & Personal Care,1,11.18,11.18,Delivered,PayPal,2026-04-12
ORD-159174,CUST-2837,MCH-308,Apparel & Fashion,1,10.27,10.27,Cancelled,Stripe,2026-07-04
ORD-159175,CUST-4209,MCH-126,Electronics,2,21.77,43.54,Delivered,Stripe,2026-06-30
ORD-159176,CUST-1894,MCH-744,Home & Kitchen,1,42.4,47.39,Delivered,Stripe,2026-04-27
ORD-159177,CUST-1650,MCH-711,Electronics,5,27.21,146.04,Cancelled,Stripe,2026-07-03
ORD-159178,CUST-8795,MCH-537,Apparel & Fashion,2,15.71,36.41,Cancelled,Credit Card,2026-06-23
ORD-159179,CUST-8661,MCH-318,Electronics,1,20.93,20.93,Delivered,Credit Card,2026-05-07
ORD-159180,CUST-5985,MCH-309,Books & Media,1,14.85,14.85,Processing,Stripe,2026-06-26
ORD-159181,CUST-3562,MCH-716,Electronics,1,13.53,13.53,Shipped,Apple Pay,2026-08-18
ORD-159182,CUST-7075,MCH-435,Health & Personal Care,2,40.57,81.14,Delivered,UPI / NetBanking,2026-09-06
ORD-159183,CUST-5215,MCH-223,Electronics,1,63.83,68.82,Delivered,Stripe,2026-03-28
ORD-159184,CUST-4783,MCH-138,Apparel & Fashion,3,20.65,66.94,Delivered,Stripe,2026-04-04
ORD-159185,CUST-1054,MCH-374,Apparel & Fashion,3,29.85,94.54,Delivered,Apple Pay,2026-06-18
ORD-159186,CUST-2517,MCH-655,Home & Kitchen,1,15.62,25.61,Delivered,UPI / NetBanking,2026-09-16
ORD-159187,CUST-9547,MCH-132,Electronics,3,38.56,125.67,Delivered,Stripe,2026-09-10
ORD-159188,CUST-6587,MCH-290,Home & Kitchen,2,66.28,132.56,Shipped,Apple Pay,2026-07-28
ORD-159189,CUST-5869,MCH-129,Electronics,2,94.95,189.9,Shipped,Apple Pay,2026-03-28
ORD-159190,CUST-6007,MCH-318,Sports & Fitness,1,77.88,87.87,Refunded,PayPal,2026-04-21
ORD-159191,CUST-6841,MCH-707,Health & Personal Care,1,24.43,24.43,Cancelled,Stripe,2026-05-12
ORD-159192,CUST-3265,MCH-640,Health & Personal Care,3,25.15,80.44,Delivered,Credit Card,2026-05-03
ORD-159193,CUST-9915,MCH-271,Electronics,1,76.93,86.92,Delivered,Stripe,2026-07-15
ORD-159194,CUST-7124,MCH-589,Health & Personal Care,3,36.25,113.74,Delivered,Credit Card,2026-09-16
ORD-159195,CUST-4389,MCH-262,Electronics,2,25.98,61.95,Delivered,PayPal,2026-05-30
ORD-159196,CUST-5359,MCH-412,Apparel & Fashion,2,83.1,166.2,Processing,PayPal,2026-09-14
ORD-159197,CUST-8185,MCH-753,Electronics,1,14.02,14.02,Delivered,Credit Card,2026-05-25
ORD-159198,CUST-2837,MCH-776,Apparel & Fashion,1,16.79,21.78,Delivered,Stripe,2026-08-14
ORD-159199,CUST-9623,MCH-201,Electronics,2,24.36,48.72,Delivered,PayPal,2026-09-03
ORD-159200,CUST-2819,MCH-587,Electronics,1,115.46,115.46,Delivered,Credit Card,2026-09-15
ORD-159201,CUST-3377,MCH-139,Apparel & Fashion,1,116.94,116.94,Processing,Stripe,2026-06-21
ORD-159202,CUST-5371,MCH-410,Electronics,2,12.14,34.27,Delivered,Stripe,2026-07-23
ORD-159203,CUST-2445,MCH-643,Electronics,3,114.44,348.31,Shipped,Stripe,2026-05-15
ORD-159204,CUST-8080,MCH-468,Electronics,1,40.41,40.41,Delivered,Credit Card,2026-04-27
ORD-159205,CUST-5822,MCH-355,Apparel & Fashion,1,19.13,19.13,Delivered,Stripe,2026-05-06
ORD-159206,CUST-2903,MCH-365,Electronics,1,16.73,21.72,Delivered,Stripe,2026-06-09
ORD-159207,CUST-2915,MCH-192,Apparel & Fashion,1,22.55,27.54,Delivered,UPI / NetBanking,2026-05-17
ORD-159208,CUST-6267,MCH-706,Apparel & Fashion,2,81.13,167.25,Processing,PayPal,2026-07-30
ORD-159209,CUST-4121,MCH-665,Apparel & Fashion,1,14.03,19.02,Shipped,PayPal,2026-04-12
ORD-159210,CUST-9776,MCH-463,Apparel & Fashion,1,73.81,83.8,Delivered,Apple Pay,2026-06-25
ORD-159211,CUST-4965,MCH-491,Electronics,1,25.99,30.98,Delivered,UPI / NetBanking,2026-06-14
ORD-159212,CUST-3152,MCH-634,Electronics,1,50.51,55.5,Cancelled,Credit Card,2026-09-14
